time,value
01:10:09,52
01:10:14,51
01:10:20,51
01:10:25,50
01:10:30,51
01:10:45,50
01:10:50,49
01:10:55,48
01:11:00,48
01:11:10,49
01:11:15,50
01:11:25,58
01:11:40,55
01:11:45,53
01:11:50,51
01:12:00,55
01:12:05,54
01:12:20,54
01:12:30,52
01:12:35,50
01:12:45,50
01:12:50,49
01:13:05,49
01:13:10,50
01:13:20,49
01:13:25,48
01:13:30,47
01:13:35,48
01:13:42,48
01:13:52,50
01:13:57,49
01:14:02,48
01:14:12,49
01:14:17,49
01:14:27,47
01:14:32,46
01:14:42,47
01:14:52,48
01:15:02,49
01:15:07,48
01:15:12,47
01:15:17,57
01:15:22,61
01:15:27,58
01:15:32,55
01:15:37,53
01:15:42,51
01:15:47,50
01:15:52,51
01:15:57,50
01:16:02,48
01:16:12,49
01:16:17,51
01:16:22,50
01:16:28,48
01:16:33,46
01:16:43,47
01:16:53,45
01:17:03,46
01:17:08,47
01:17:13,50
01:17:18,49
01:17:23,49
01:17:28,49
01:17:33,48
01:17:38,47
01:17:43,47
01:17:48,46
01:17:58,47
01:18:03,48
01:18:13,49
01:18:18,48
01:18:28,47
01:18:33,46
01:18:48,46
01:18:53,46
01:18:58,46
01:19:03,45
01:19:08,44
01:19:13,45
01:19:18,46
01:19:25,46
01:19:30,47
01:19:40,47
01:19:45,46
01:20:00,46
01:20:05,47
01:20:15,48
01:20:20,53
01:20:25,58
01:20:30,56
01:20:35,54
01:20:40,53
01:20:45,52
01:20:50,51
01:20:55,50
01:21:00,49
01:21:05,47
01:21:20,47
01:21:25,48
01:21:30,49
01:21:35,50
01:21:40,48
01:21:55,48
01:22:10,49
01:22:15,48
01:22:20,47
01:22:30,48
01:22:37,48
01:22:47,49
01:23:02,51
01:23:07,50
01:23:12,49
01:23:27,49
01:23:37,50
01:23:42,55
01:23:47,53
01:23:52,52
01:23:57,51
01:24:02,50
01:24:07,51
01:24:12,51
01:24:17,50
01:24:22,49
01:24:37,49
01:24:42,53
01:24:47,53
01:24:52,52
01:24:57,50
01:25:02,49
01:25:17,49
01:25:27,51
01:25:32,50
01:25:37,49
01:25:42,50
01:25:48,50
01:26:03,50
01:26:08,50
01:26:13,51
01:26:18,49
01:26:33,49
01:26:48,49
01:26:53,50
01:26:58,50
01:27:03,48
01:27:08,47
01:27:23,48
01:27:33,49
01:27:43,50
01:27:48,49
01:27:53,47
01:27:58,48
01:28:08,49
01:28:13,48
01:28:18,49
01:28:23,50
01:28:28,49
01:28:33,56
01:28:38,54
01:28:43,52
01:28:48,51
01:29:03,51
01:29:05,51
01:29:20,53
01:29:25,53
01:29:30,51
01:29:40,50
01:29:45,49
01:29:50,50
01:29:55,56
01:30:00,55
01:30:05,53
01:30:10,52
01:30:15,51
01:30:20,50
01:30:35,51
01:30:40,52
01:30:45,56
01:30:50,55
01:30:55,54
01:31:00,53
01:31:05,52
01:31:10,51
01:31:25,51
01:31:40,52
01:31:45,50
01:31:50,49
01:32:00,50
01:32:15,50
01:32:17,50
01:32:22,56
01:32:27,55
01:32:32,53
01:32:42,52
01:32:47,51
01:33:02,51
01:33:07,52
01:33:12,52
01:33:17,51
01:33:22,50
01:33:32,49
01:33:47,49
01:33:52,51
01:33:57,52
01:34:02,51
01:34:12,56
01:34:17,61
01:34:22,63
01:34:27,67
01:34:32,66
01:34:37,64
01:34:42,62
01:34:47,59
01:34:52,56
01:34:57,54
01:35:02,54
01:35:08,53
01:35:13,52
01:35:18,51
01:35:28,50
01:35:33,49
01:35:48,50
01:35:58,53
01:36:03,54
01:36:08,53
01:36:18,54
01:36:23,53
01:36:33,52
01:36:43,51
01:36:48,52
01:37:03,52
01:37:18,52
01:37:23,51
01:37:28,52
01:37:38,51
01:37:43,49
01:37:53,48
01:38:03,47
01:38:08,46
01:38:13,44
01:38:18,45
01:38:28,46
01:38:38,47
01:38:45,47
01:38:50,48
01:39:00,49
01:39:15,49
01:39:25,51
01:39:35,50
01:39:40,51
01:39:45,52
01:39:50,49
01:39:55,48
01:40:10,48
01:40:25,48
01:40:40,49
01:40:50,51
01:41:00,53
01:41:05,54
01:41:10,52
01:41:15,50
01:41:20,49
01:41:25,48
01:41:35,60
01:41:40,61
01:41:45,60
01:41:50,58
01:41:55,57
01:42:00,55
01:42:07,53
01:42:12,51
01:42:17,50
01:42:32,50
01:42:42,49
01:42:47,50
01:43:02,53
01:43:12,52
01:43:27,52
01:43:32,51
01:43:47,51
01:44:02,51
01:44:07,53
01:44:17,52
01:44:32,52
01:44:47,52
01:44:57,51
01:45:12,52
01:45:27,52
01:45:42,52
01:45:52,51
01:46:07,52
01:46:22,52
01:46:37,51
01:46:47,53
01:46:52,52
01:47:07,52
01:47:10,52
01:47:15,53
01:47:20,54
01:47:30,53
01:47:45,53
01:47:50,52
01:48:05,52
01:48:15,53
01:48:20,52
01:48:35,52
01:48:45,51
01:49:00,53
01:49:05,52
01:49:20,51
01:49:30,52
01:49:35,51
01:49:50,53
01:50:05,53
01:50:10,53
01:50:15,51
01:50:20,50
01:50:25,49
01:50:30,51
01:50:35,50
01:50:45,52
01:50:55,53
01:51:10,53
01:51:12,53
01:51:17,52
01:51:22,53
01:51:27,52
01:51:42,52
01:51:47,54
01:51:52,55
01:51:57,54
01:52:12,57
01:52:17,56
01:52:22,54
01:52:27,53
01:52:32,52
01:52:42,51
01:52:52,53
01:53:07,53
01:53:17,53
01:53:27,60
01:53:32,68
01:53:37,67
01:53:42,64
01:53:47,62
01:53:52,65
01:54:02,62
01:54:07,60
01:54:12,59
01:54:19,56
01:54:24,54
01:54:29,52
01:54:34,51
01:54:39,50
01:54:49,50
01:54:54,56
01:55:04,65
01:55:09,66
01:55:14,65
01:55:19,62
01:55:24,60
01:55:29,60
01:55:34,58
01:55:39,56
01:55:44,54
01:55:49,53
01:55:54,54
01:55:59,57
01:56:04,61
01:56:09,59
01:56:14,57
01:56:19,55
01:56:24,53
01:56:29,52
01:56:34,50
01:56:40,50
01:56:50,49
01:57:05,49
01:57:10,50
01:57:15,52
01:57:20,51
01:57:25,53
01:57:30,54
01:57:40,55
01:57:55,55
01:58:00,55
01:58:10,63
01:58:15,61
01:58:20,60
01:58:25,59
01:58:30,55
01:58:35,53
01:58:40,51
01:58:55,53
01:59:00,57
01:59:05,56
01:59:10,54
01:59:15,52
01:59:20,51
01:59:25,50
01:59:30,51
01:59:37,49
01:59:42,48
01:59:47,50
01:59:57,49
02:00:12,49
02:00:27,49
02:00:32,48
02:00:37,46
02:00:42,47
02:00:57,47
02:01:02,48
02:01:07,47
02:01:22,48
02:01:32,50
02:01:47,50
02:01:52,51
02:01:57,53
02:02:02,52
02:02:07,51
02:02:17,51
02:02:22,50
02:02:27,48
02:02:42,48
02:02:52,49
02:02:57,48
02:03:02,47
02:03:07,48
02:03:14,50
02:03:24,49
02:03:29,58
02:03:34,56
02:03:39,55
02:03:44,54
02:03:49,53
02:03:54,52
02:04:09,52
02:04:14,54
02:04:19,53
02:04:24,57
02:04:34,56
02:04:44,55
02:04:54,57
02:05:04,55
02:05:14,54
02:05:19,53
02:05:24,51
02:05:29,52
02:05:34,55
02:05:39,56
02:05:44,55
02:05:49,57
02:05:54,58
02:05:59,61
02:06:05,63
02:06:15,64
02:06:20,62
02:06:30,63
02:06:35,63
02:06:40,60
02:06:45,59
02:06:50,58
02:07:05,57
02:07:10,58
02:07:15,57
02:07:25,55
02:07:30,56
02:07:35,57
02:07:45,56
02:07:50,57
02:08:00,56
02:08:05,59
02:08:10,57
02:08:15,57
02:08:20,57
02:08:25,56
02:08:30,58
02:08:35,59
02:08:40,59
02:08:45,58
02:08:55,61
02:09:02,60
02:09:07,58
02:09:17,57
02:09:22,55
02:09:27,58
02:09:32,56
02:09:37,58
02:09:42,56
02:09:47,58
02:09:52,59
02:09:57,61
02:10:02,62
02:10:07,61
02:10:12,60
02:10:17,59
02:10:22,56
02:10:37,56
02:10:42,57
02:10:52,58
02:10:57,57
02:11:02,60
02:11:07,62
02:11:12,58
02:11:17,56
02:11:22,55
02:11:27,54
02:11:32,53
02:11:38,53
02:11:48,54
02:11:53,56
02:11:58,55
02:12:03,55
02:12:08,55
02:12:13,57
02:12:18,58
02:12:23,59
02:12:28,58
02:12:33,56
02:12:43,60
02:12:48,59
02:12:53,57
02:12:58,56
02:13:03,55
02:13:08,54
02:13:23,54
02:13:38,54
02:13:48,52
02:13:53,50
02:13:58,49
02:14:03,48
02:14:08,47
02:14:23,47
02:14:33,48
02:14:43,49
02:14:50,51
02:14:55,52
02:15:05,53
02:15:10,52
02:15:25,51
02:15:40,51
02:15:45,53
02:15:50,54
02:15:55,56
02:16:05,54
02:16:20,54
02:16:25,53
02:16:30,54
02:16:40,53
02:16:50,52
02:17:00,53
02:17:05,56
02:17:15,54
02:17:20,53
02:17:25,52
02:17:30,50
02:17:35,49
02:17:40,50
02:17:55,50
02:18:00,52
02:18:15,51
02:18:20,52
02:18:27,52
02:18:32,51
02:18:37,50
02:18:42,49
02:18:57,50
02:19:07,53
02:19:17,52
02:19:22,51
02:19:37,51
02:19:42,50
02:19:47,49
02:19:57,52
02:20:02,50
02:20:17,60
02:20:22,67
02:20:32,65
02:20:37,65
02:20:47,61
02:20:52,59
02:20:57,56
02:21:02,55
02:21:07,53
02:21:12,52
02:21:17,52
02:21:22,51
02:21:27,52
02:21:33,52
02:21:43,51
02:21:48,49
02:21:53,48
02:22:03,49
02:22:08,51
02:22:18,50
02:22:23,52
02:22:38,53
02:22:48,55
02:22:53,56
02:22:58,55
02:23:03,54
02:23:08,53
02:23:13,52
02:23:23,51
02:23:38,51
02:23:43,53
02:23:58,53
02:24:03,54
02:24:08,53
02:24:18,52
02:24:23,51
02:24:38,50
02:24:53,51
02:24:58,50
02:25:08,51
02:25:15,51
02:25:30,51
02:25:35,50
02:25:50,50
02:26:05,50
02:26:10,49
02:26:25,49
02:26:35,47
02:26:40,46
02:26:45,47
02:27:00,47
02:27:05,46
02:27:20,46
02:27:25,47
02:27:40,47
02:27:45,48
02:27:50,50
02:27:55,49
02:28:10,50
02:28:15,53
02:28:30,53
02:28:35,53
02:28:40,53
02:28:45,52
02:29:00,52
02:29:05,51
02:29:10,52
02:29:18,52
02:29:28,52
02:29:33,52
02:29:38,51
02:29:53,51
02:29:58,52
02:30:13,52
02:30:18,51
02:30:23,52
02:30:28,53
02:30:33,52
02:30:38,51
02:30:43,50
02:30:58,50
02:31:08,50
02:31:23,50
02:31:38,49
02:31:43,48
02:31:48,47
02:32:03,48
02:32:13,51
02:32:18,50
02:32:33,49
02:32:48,49
02:32:53,49
02:32:58,50
02:33:08,49
02:33:15,48
02:33:20,48
02:33:25,48
02:33:35,47
02:33:40,44
02:33:50,45
02:33:55,46
02:34:00,46
02:34:05,47
02:34:10,48
02:34:20,49
02:34:25,51
02:34:30,49
02:34:35,49
02:34:40,47
02:34:45,46
02:34:50,46
02:35:00,48
02:35:10,51
02:35:15,52
02:35:20,49
02:35:25,48
02:35:30,47
02:35:35,46
02:35:45,47
02:35:55,48
02:36:05,49
02:36:11,49
02:36:16,50
02:36:31,50
02:36:36,51
02:36:46,52
02:36:51,53
02:37:01,52
02:37:11,51
02:37:16,50
02:37:31,49
02:37:46,50
02:37:56,50
02:38:06,49
02:38:11,48
02:38:26,48
02:38:41,49
02:38:51,50
02:39:06,51
02:39:11,52
02:39:16,53
02:39:21,53
02:39:31,52
02:39:36,50
02:39:41,49
02:39:46,48
02:40:01,48
02:40:06,49
02:40:14,49
02:40:24,52
02:40:29,51
02:40:34,51
02:40:39,50
02:40:54,50
02:41:04,50
02:41:09,49
02:41:14,47
02:41:19,46
02:41:34,46
02:41:39,47
02:41:44,49
02:41:49,50
02:41:54,49
02:41:59,50
02:42:09,49
02:42:14,50
02:42:19,49
02:42:29,50
02:42:44,50
02:42:54,51
02:42:59,51
02:43:04,52
02:43:19,51
02:43:29,51
02:43:34,51
02:43:40,51
02:43:55,51
02:44:00,50
02:44:05,50
02:44:10,47
02:44:25,47
02:44:35,48
02:44:45,49
02:44:50,51
02:45:05,51
02:45:20,51
02:45:30,52
02:45:35,53
02:45:40,54
02:45:50,53
02:46:00,52
02:46:15,53
02:46:30,52
02:46:45,51
02:46:50,50
02:46:55,49
02:47:05,51
02:47:20,52
02:47:25,53
02:47:35,52
02:47:45,51
02:48:00,51
02:48:03,51
02:48:08,52
02:48:23,53
02:48:28,52
02:48:38,53
02:48:43,54
02:48:58,52
02:49:08,51
02:49:23,51
02:49:28,52
02:49:33,51
02:49:38,53
02:49:53,53
02:50:08,52
02:50:18,51
02:50:28,52
02:50:33,53
02:50:43,54
02:50:53,53
02:51:08,53
02:51:13,52
02:51:28,55
02:51:33,56
02:51:38,55
02:51:43,54
02:51:53,53
02:52:08,53
02:52:10,53
02:52:25,53
02:52:40,53
02:52:45,54
02:52:50,53
02:53:05,53
02:53:10,54
02:53:15,53
02:53:30,53
02:53:45,53
02:54:00,53
02:54:05,52
02:54:15,53
02:54:25,52
02:54:30,54
02:54:40,53
02:54:50,52
02:54:55,51
02:55:05,53
02:55:10,55
02:55:15,54
02:55:20,53
02:55:30,52
02:55:40,55
02:55:50,54
02:55:55,53
02:56:10,53
02:56:12,53
02:56:17,54
02:56:32,53
02:56:42,52
02:56:57,53
02:57:07,52
02:57:12,53
02:57:27,53
02:57:32,53
02:57:37,52
02:57:52,52
02:57:57,53
02:58:07,55
02:58:12,54
02:58:17,55
02:58:22,54
02:58:27,56
02:58:32,55
02:58:37,54
02:58:42,53
02:58:47,52
02:59:02,53
02:59:12,56
02:59:17,55
02:59:27,55
02:59:32,55
02:59:37,54
02:59:44,53
02:59:49,52
02:59:59,53
03:00:04,54
03:00:09,55
03:00:14,55
03:00:19,54
03:00:24,53
03:00:39,53
03:00:54,53
03:00:59,54
03:01:09,53
03:01:19,54
03:01:34,53
03:01:44,54
03:01:49,53
03:02:04,52
03:02:09,53
03:02:19,52
03:02:29,53
03:02:44,52
03:02:59,52
03:03:09,56
03:03:14,55
03:03:19,54
03:03:24,53
03:03:39,52
03:03:41,52
03:03:56,53
03:04:01,54
03:04:06,53
03:04:11,54
03:04:26,53
03:04:41,53
03:04:56,53
03:05:11,54
03:05:16,56
03:05:21,55
03:05:26,54
03:05:41,53
03:05:51,52
03:05:56,53
03:06:11,55
03:06:16,56
03:06:31,55
03:06:36,54
03:06:46,53
03:06:56,52
03:07:06,54
03:07:16,53
03:07:31,53
03:07:36,52
03:07:41,53
03:07:51,54
03:07:58,53
03:08:13,53
03:08:28,53
03:08:33,56
03:08:38,54
03:08:48,53
03:09:03,52
03:09:13,53
03:09:18,53
03:09:23,52
03:09:38,52
03:09:53,53
03:09:58,54
03:10:08,53
03:10:23,54
03:10:28,55
03:10:33,54
03:10:43,53
03:10:53,53
03:10:58,53
03:11:13,53
03:11:18,55
03:11:23,54
03:11:38,54
03:11:43,55
03:11:48,54
03:12:03,56
03:12:06,56
03:12:11,57
03:12:16,55
03:12:26,56
03:12:31,55
03:12:36,54
03:12:41,55
03:12:51,56
03:12:56,57
03:13:01,56
03:13:06,55
03:13:11,56
03:13:16,55
03:13:21,54
03:13:26,55
03:13:31,56
03:13:36,56
03:13:41,55
03:13:46,54
03:13:51,53
03:14:06,52
03:14:11,53
03:14:26,52
03:14:41,52
03:14:51,53
03:15:06,54
03:15:21,53
03:15:22,53
03:15:32,52
03:15:37,53
03:15:42,51
03:15:47,50
03:16:02,50
03:16:17,51
03:16:22,53
03:16:27,54
03:16:37,53
03:16:52,53
03:16:57,52
03:17:02,54
03:17:07,55
03:17:12,54
03:17:22,53
03:17:27,52
03:17:42,52
03:17:57,52
03:18:02,53
03:18:12,54
03:18:17,53
03:18:32,53
03:18:37,54
03:18:47,53
03:19:02,53
03:19:07,54
03:19:14,54
03:19:19,53
03:19:34,53
03:19:39,62
03:19:49,61
03:19:54,60
03:19:59,58
03:20:04,56
03:20:09,53
03:20:14,51
03:20:19,49
03:20:24,48
03:20:29,47
03:20:44,46
03:20:49,47
03:21:04,47
03:21:09,48
03:21:19,49
03:21:34,52
03:21:39,51
03:21:44,50
03:21:59,49
03:22:14,49
03:22:24,50
03:22:39,50
03:22:54,50
03:22:57,50
03:23:12,50
03:23:27,50
03:23:37,49
03:23:42,50
03:23:47,49
03:23:52,50
03:23:57,52
03:24:12,51
03:24:22,52
03:24:32,53
03:24:37,52
03:24:42,51
03:24:47,52
03:24:57,52
03:25:07,54
03:25:17,53
03:25:32,54
03:25:37,52
03:25:47,51
03:25:52,49
03:25:57,48
03:26:02,48
03:26:07,52
03:26:22,52
03:26:32,50
03:26:37,50
03:26:44,50
03:26:54,51
03:26:59,64
03:27:04,63
03:27:14,65
03:27:19,64
03:27:24,61
03:27:29,58
03:27:34,55
03:27:39,53
03:27:44,52
03:27:49,51
03:27:54,50
03:27:59,51
03:28:04,50
03:28:14,49
03:28:29,49
03:28:39,51
03:28:44,52
03:28:49,51
03:28:54,53
03:28:59,54
03:29:04,53
03:29:09,54
03:29:14,53
03:29:19,50
03:29:25,49
03:29:30,48
03:29:40,47
03:29:50,48
03:30:05,47
03:30:20,48
03:30:35,49
03:30:40,48
03:30:55,48
03:31:10,53
03:31:15,55
03:31:20,54
03:31:25,54
03:31:30,53
03:31:35,52
03:31:40,51
03:31:45,50
03:31:50,49
03:32:00,49
03:32:10,48
03:32:20,47
03:32:25,46
03:32:30,46
03:32:35,51
03:32:40,50
03:32:45,50
03:33:00,50
03:33:02,50
03:33:12,49
03:33:27,50
03:33:32,47
03:33:37,45
03:33:42,44
03:33:47,43
03:34:02,44
03:34:17,44
03:34:27,45
03:34:32,46
03:34:37,47
03:34:42,51
03:34:57,50
03:35:07,49
03:35:12,48
03:35:27,48
03:35:32,51
03:35:37,52
03:35:42,53
03:35:47,52
03:35:52,53
03:35:57,52
03:36:02,51
03:36:07,53
03:36:12,55
03:36:17,54
03:36:24,54
03:36:34,56
03:36:44,59
03:36:49,61
03:36:59,62
03:37:04,61
03:37:09,60
03:37:19,61
03:37:24,58
03:37:29,57
03:37:34,58
03:37:39,59
03:37:49,58
03:38:04,58
03:38:09,57
03:38:14,56
03:38:24,55
03:38:39,67
03:38:44,66
03:38:49,64
03:38:54,63
03:38:59,61
03:39:04,57
03:39:09,55
03:39:14,55
03:39:19,54
03:39:25,55
03:39:30,55
03:39:35,57
03:39:40,56
03:39:45,57
03:39:50,56
03:40:05,58
03:40:10,56
03:40:15,59
03:40:20,58
03:40:25,55
03:40:40,55
03:40:45,56
03:40:50,59
03:40:55,57
03:41:00,59
03:41:05,59
03:41:10,63
03:41:15,60
03:41:20,59
03:41:25,60
03:41:30,59
03:41:35,56
03:41:40,55
03:41:45,55
03:41:50,54
03:41:55,54
03:42:02,55
03:42:07,56
03:42:12,57
03:42:17,56
03:42:22,59
03:42:32,57
03:42:37,55
03:42:42,54
03:42:47,53
03:42:52,54
03:42:57,53
03:43:02,51
03:43:07,50
03:43:12,51
03:43:17,50
03:43:27,52
03:43:37,53
03:43:42,54
03:43:47,53
03:43:52,55
03:43:57,58
03:44:02,61
03:44:07,59
03:44:12,61
03:44:27,61
03:44:32,59
03:44:37,57
03:44:43,56
03:44:48,55
03:44:53,55
03:45:03,54
03:45:08,52
03:45:13,51
03:45:18,50
03:45:23,51
03:45:28,52
03:45:33,55
03:45:48,56
03:45:53,58
03:45:58,57
03:46:03,56
03:46:08,55
03:46:18,54
03:46:23,53
03:46:28,56
03:46:33,55
03:46:38,57
03:46:43,56
03:46:48,58
03:46:53,59
03:46:58,60
03:47:08,61
03:47:13,58
03:47:18,57
03:47:25,56
03:47:30,58
03:47:40,59
03:47:45,60
03:48:00,61
03:48:05,60
03:48:10,59
03:48:15,58
03:48:25,59
03:48:35,57
03:48:45,59
03:48:50,58
03:48:55,62
03:49:00,64
03:49:05,63
03:49:10,62
03:49:15,63
03:49:30,60
03:49:35,60
03:49:45,62
03:49:50,63
03:49:55,61
03:50:10,61
03:50:20,59
03:50:25,57
03:50:30,55
03:50:35,61
03:50:41,61
03:50:46,58
03:50:51,56
03:50:56,56
03:51:01,55
03:51:16,55
03:51:21,54
03:51:26,54
03:51:31,55
03:51:41,56
03:51:46,55
03:51:51,54
03:51:56,54
03:52:06,55
03:52:16,54
03:52:21,55
03:52:26,56
03:52:31,55
03:52:36,57
03:52:41,56
03:52:46,58
03:52:51,60
03:52:56,57
03:53:01,56
03:53:06,55
03:53:11,54
03:53:16,56
03:53:23,56
03:53:28,56
03:53:38,56
03:53:43,55
03:53:48,58
03:53:53,56
03:53:58,55
03:54:08,58
03:54:13,59
03:54:18,61
03:54:23,62
03:54:28,63
03:54:38,64
03:54:43,63
03:54:48,62
03:54:53,61
03:54:58,61
03:55:03,60
03:55:13,58
03:55:18,58
03:55:23,57
03:55:28,55
03:55:33,53
03:55:48,53
03:55:53,54
03:56:03,54
03:56:18,54
03:56:19,54
03:56:24,55
03:56:29,53
03:56:34,52
03:56:49,52
03:56:54,54
03:56:59,53
03:57:04,52
03:57:09,52
03:57:14,51
03:57:19,51
03:57:24,50
03:57:29,51
03:57:39,52
03:57:54,52
03:57:59,53
03:58:09,54
03:58:14,56
03:58:19,56
03:58:24,55
03:58:39,54
03:58:54,53
03:58:59,56
03:59:04,55
03:59:14,54
03:59:24,55
03:59:29,56
03:59:36,55
03:59:41,53
03:59:46,51
03:59:51,50
04:00:06,50
04:00:16,52
04:00:26,53
04:00:31,52
04:00:36,53
04:00:41,55
04:00:46,57
04:01:01,57
04:01:11,55
04:01:16,53
04:01:21,52
04:01:31,50
04:01:36,49
04:01:41,47
04:01:46,45
04:01:51,44
04:02:06,45
04:02:16,46
04:02:26,47
04:02:31,48
04:02:36,50
04:02:41,53
04:02:46,54
04:02:53,54
04:02:58,53
04:03:03,52
04:03:18,52
04:03:23,51
04:03:28,53
04:03:33,54
04:03:38,54
04:03:43,52
04:03:48,51
04:03:53,50
04:03:58,48
04:04:08,47
04:04:13,50
04:04:23,49
04:04:28,50
04:04:43,50
04:04:58,49
04:05:03,48
04:05:13,51
04:05:18,53
04:05:23,52
04:05:33,51
04:05:48,52
04:05:53,51
04:06:03,52
04:06:18,52
04:06:20,52
04:06:30,51
04:06:35,50
04:06:50,50
04:07:05,50
04:07:20,51
04:07:30,53
04:07:35,52
04:07:40,51
04:07:50,52
04:07:55,53
04:08:10,52
04:08:15,53
04:08:20,54
04:08:25,53
04:08:35,52
04:08:45,54
04:08:50,53
04:09:05,52
04:09:10,53
04:09:15,53
04:09:25,59
04:09:30,58
04:09:35,55
04:09:40,53
04:09:45,52
04:09:55,51
04:10:02,52
04:10:07,51
04:10:22,51
04:10:32,53
04:10:47,53
04:10:52,54
04:10:57,53
04:11:12,52
04:11:27,55
04:11:32,54
04:11:42,53
04:11:57,53
04:12:07,54
04:12:12,55
04:12:17,54
04:12:22,53
04:12:37,53
04:12:52,53
04:13:07,53
04:13:22,53
04:13:27,54
04:13:37,55
04:13:42,54
04:13:52,53
04:14:07,53
04:14:22,52
04:14:27,53
04:14:34,53
04:14:49,53
04:14:54,55
04:15:04,54
04:15:09,53
04:15:19,54
04:15:29,53
04:15:39,54
04:15:44,53
04:15:54,55
04:15:59,54
04:16:04,53
04:16:14,53
04:16:19,57
04:16:24,55
04:16:29,53
04:16:34,52
04:16:39,51
04:16:49,54
04:16:59,53
04:17:14,52
04:17:24,53
04:17:29,55
04:17:44,54
04:17:49,60
04:17:54,63
04:17:59,60
04:18:06,58
04:18:11,55
04:18:16,53
04:18:21,52
04:18:26,51
04:18:31,50
04:18:36,51
04:18:41,53
04:18:46,69
04:18:51,68
04:18:56,65
04:19:01,62
04:19:06,59
04:19:11,56
04:19:16,55
04:19:21,53
04:19:26,53
04:19:31,52
04:19:46,50
04:19:51,51
04:20:06,50
04:20:11,49
04:20:16,49
04:20:31,53
04:20:36,52
04:20:43,52
04:20:48,51
04:20:53,51
04:20:58,52
04:21:08,51
04:21:13,50
04:21:28,50
04:21:33,50
04:21:38,51
04:21:48,49
04:21:58,49
04:22:03,50
04:22:08,49
04:22:23,49
04:22:28,51
04:22:33,52
04:22:43,51
04:22:48,51
04:22:53,50
04:23:03,50
04:23:08,51
04:23:13,50
04:23:18,49
04:23:28,50
04:23:33,52
04:23:38,53
04:23:48,52
04:23:54,51
04:23:59,50
04:24:04,56
04:24:09,55
04:24:14,53
04:24:24,52
04:24:29,53
04:24:34,56
04:24:39,55
04:24:44,54
04:24:49,55
04:24:54,54
04:24:59,52
04:25:09,51
04:25:14,52
04:25:19,52
04:25:34,51
04:25:39,50
04:25:44,50
04:25:54,49
04:25:59,50
04:26:04,51
04:26:09,50
04:26:24,50
04:26:39,51
04:26:44,50
04:26:49,49
04:26:56,50
04:27:01,49
04:27:06,50
04:27:11,52
04:27:16,53
04:27:21,52
04:27:26,50
04:27:31,49
04:27:41,48
04:27:51,49
04:27:56,49
04:28:01,63
04:28:11,60
04:28:16,57
04:28:21,55
04:28:26,54
04:28:31,52
04:28:41,53
04:28:51,52
04:28:56,50
04:29:11,50
04:29:16,52
04:29:26,52
04:29:31,51
04:29:36,50
04:29:41,54
04:29:48,53
04:30:03,53
04:30:08,52
04:30:18,52
04:30:28,53
04:30:38,51
04:30:43,50
04:30:48,49
04:30:53,50
04:31:08,51
04:31:13,50
04:31:18,49
04:31:23,50
04:31:38,51
04:31:43,56
04:31:53,55
04:31:58,54
04:32:03,53
04:32:13,52
04:32:18,53
04:32:23,54
04:32:28,53
04:32:43,53
04:32:48,51
04:33:03,51
04:33:08,52
04:33:18,53
04:33:25,53
04:33:40,53
04:33:45,54
04:33:50,53
04:33:55,54
04:34:10,54
04:34:15,55
04:34:20,56
04:34:25,55
04:34:30,54
04:34:35,54
04:34:40,53
04:34:45,57
04:34:50,55
04:34:55,53
04:35:00,53
04:35:05,53
04:35:10,51
04:35:15,50
04:35:20,51
04:35:35,52
04:35:45,53
04:36:00,53
04:36:05,52
04:36:10,52
04:36:15,51
04:36:20,51
04:36:26,51
04:36:41,73
04:36:51,71
04:36:56,70
04:37:01,66
04:37:06,64
04:37:16,63
04:37:21,62
04:37:26,57
04:37:31,54
04:37:36,51
04:37:51,50
04:37:56,49
04:38:01,48
04:38:16,48
04:38:21,49
04:38:26,51
04:38:31,53
04:38:46,56
04:38:56,54
04:39:01,53
04:39:06,52
04:39:11,51
04:39:16,51
04:39:23,51
04:39:28,53
04:39:33,51
04:39:38,50
04:39:43,49
04:39:53,50
04:39:58,49
04:40:13,50
04:40:18,51
04:40:28,53
04:40:33,76
04:40:38,77
04:40:43,73
04:40:48,71
04:40:53,69
04:40:58,67
04:41:03,67
04:41:08,67
04:41:13,66
04:41:18,65
04:41:23,62
04:41:28,59
04:41:33,57
04:41:38,54
04:41:44,53
04:41:49,52
04:41:54,54
04:41:59,52
04:42:04,51
04:42:14,50
04:42:19,52
04:42:29,53
04:42:34,57
04:42:39,56
04:42:44,55
04:42:49,54
04:42:54,53
04:42:59,52
04:43:04,51
04:43:14,52
04:43:24,53
04:43:39,53
04:43:49,52
04:44:04,56
04:44:14,54
04:44:19,53
04:44:29,52
04:44:34,51
04:44:44,53
04:44:49,54
04:44:54,53
04:45:01,52
04:45:11,51
04:45:16,53
04:45:26,52
04:45:41,53
04:45:56,53
04:46:11,53
04:46:26,53
04:46:36,54
04:46:41,53
04:46:46,54
04:46:56,53
04:47:11,53
04:47:16,52
04:47:21,53
04:47:31,55
04:47:36,54
04:47:46,53
04:47:56,54
04:48:06,53
04:48:16,54
04:48:21,53
04:48:31,56
04:48:36,55
04:48:41,54
04:48:51,53
04:48:56,55
04:49:03,54
04:49:13,53
04:49:28,53
04:49:43,54
04:49:48,53
04:49:58,55
04:50:03,56
04:50:08,55
04:50:18,54
04:50:23,53
04:50:28,55
04:50:43,54
